unit_id,unit_text,gold_codes,pred_codes,missed,spurious,n_agreed
e4ebb012-15e4-4c20-b68a-77be9761cb21::1,"The first two messages were very harmful, so I felt it was necessary to suspend the account.",Harm other person,Consistent offensive behavior; Harm other person; Obvious an clear suspension,,Consistent offensive behavior; Obvious an clear suspension,1
e4ebb012-15e4-4c20-b68a-77be9761cb21::3,"While they did have one post that wasn't offensive, the other ones negated the one.",Majority offesnive,Consistent offensive behavior; Majority offesnive; Mix of offensive and non-offensive,,Consistent offensive behavior; Mix of offensive and non-offensive,1
53e65e49-04a3-4a91-be60-32e26d65f88c::2,3/4 messages were blatantly offensive.,Majority offesnive,Consistent offensive behavior; Majority offesnive,,Consistent offensive behavior,1
24ce942b-3071-4924-9835-1f9bd376271c::3,2 out 3 were offensive.,Majority offesnive,Consistent offensive behavior; Majority offesnive; Mix of offensive and non-offensive,,Consistent offensive behavior; Mix of offensive and non-offensive,1
1e990395-3db9-47d5-a2ae-f030a438b729::2,Threatening another person to commit violence/murder.,Threats of violence,Death wish; Harm other person; Threats of violence,,Death wish; Harm other person,1
b205e39f-34b8-463f-9bcc-9f92f68fad67::4,Tow death threats out of seven posts.  I have a strict policy of not threatening death any more than once every tenth comment. (Common sense here.),Majority offesnive; Threats of violence,Consistent offensive behavior; Death wish; Threats of violence,Majority offesnive,Consistent offensive behavior; Death wish,1
40c9d042-ad2a-4d13-87fa-dfc9c075304d::1,All of the messages I reviewed were offensive with death threats in two of the messages. I recommended suspension with high confidence based on those words alone.,Consistent offensive behavior,Consistent offensive behavior; Majority offesnive; Obvious an clear suspension; Threats of violence,,Majority offesnive; Obvious an clear suspension; Threats of violence,1
9ca241ab-e7b0-4e11-abf1-0baf9d8a1026::4,"Although sometimes this account can use some heated language and become aggressive, the majority of the posts I saw were very tame.",Normal behavior; One-off offensive,Mix of offensive and non-offensive; Not too offensive,Normal behavior; One-off offensive,Mix of offensive and non-offensive; Not too offensive,0
5fa0a5ae-8e5c-43ae-947c-848d3b281fe9::4,,No offensive content,,No offensive content,,0
cf6112f1-e280-46e9-acf6-00f7d2f5077f::3,My vote on this was because the hate and threats were more than other non offensive talks in the account,Hate speech and offensive language; Majority offesnive; Threats of violence,Hate speech and offensive language; Majority offesnive; Mix of offensive and non-offensive; Threats of violence,,Mix of offensive and non-offensive,3
de8e7b52-f7f9-4b40-ab8e-49d465559c62::1,Homophobic remarks and wishing death on someone.,Death wish; Hate speech and offensive language,Death wish; Hate speech and offensive language; sexual discrimination,,sexual discrimination,2
688b4ffc-e168-4496-bcf5-d42b90f45df5::5,Seems like the information is being shared freely and without being bragadocious in the least. Refreshing to read.,Calm and thoughtful,No offensive content; Normal behavior; positive content,Calm and thoughtful,No offensive content; Normal behavior; positive content,0
3820a2cf-9127-4286-8f06-13a8111285e8::4,cause the user use a formal language and there is no threats in the message,No offensive content; Normal behavior,No offensive content,Normal behavior,,1
17bc2b94-f557-4770-bec1-ab1715b8678d::5,A thoughtful person aware and co siderate of others.,Calm and thoughtful,Calm and thoughtful; No offensive content; positive content,,No offensive content; positive content,1
b2e75f28-ca12-40c6-b543-ceff670730e1::1,"I think when you start bringing up death, then it gets into a bad territory. Even though they didn't threaten to kill him themselves, it is an iffy situation.",Death wish; Expressed uncertainty,Expressed uncertainty,Death wish,,1
b2e75f28-ca12-40c6-b543-ceff670730e1::4,This person said nothing wrong or dangerous. This is a regular normal account you see all the time.,No offensive content,No offensive content; Normal behavior,,Normal behavior,1
05c044b6-fa17-4dae-b49b-5a2f9a9b0fc5::1,"This account has made offensive comments that I consider serious. Therefore, it should be suspended.",Hate speech and offensive language,,Hate speech and offensive language,,0
05c044b6-fa17-4dae-b49b-5a2f9a9b0fc5::5,"After reading several comments on this account I did not find any that were offensive, so I am not considering suspending it.",No offensive content,Do not suspend; No offensive content; Not offensive at all,,Do not suspend; Not offensive at all,1
66be520c-bbda-4d20-bcde-c3c480cb8b8b::1,"Absolutely sick language and we don’t harm animals!,",Threats of violence,Extreme offensive,Threats of violence,Extreme offensive,0
8a2bd6fd-9a54-4ba0-86bb-4fcf5797b655::1,Threats of violence and hopes of inflicting cancer on someone. They are a bad poster.,Threats of violence,Death wish; Poster is a bad person; Threats of violence,,Death wish; Poster is a bad person,1
2f6b50bd-84fd-4ff2-9e59-8842fe054b79::2,3/4 posts were targeted attacks regarding someones character,Majority offesnive,Consistent offensive behavior; Majority offesnive; insult,,Consistent offensive behavior; insult,1
8e151216-ec8a-4720-a022-a3bfa261bf2a::2,Is threatening someone and also includes violence .,Threats of violence,Harm other person; Threats of violence,,Harm other person,1
7b37cab3-6285-4ff2-a700-69dc088b7e24::3,I chose to suspend this account for deragatory remarks.,Hate speech and offensive language,derogatory remarks,Hate speech and offensive language,derogatory remarks,0
22e5ece5-b743-45c4-972e-77b1ae4b37e9::2,"For this account I only looked at 2 messages, it was enough to see that this kind of content should not be allowed. I know it's probably not real messages but if they were from a real person I would think that person is sick. First message is vile.",Consistent offensive behavior; Hate speech and offensive language; Poster is a bad person,Extreme offensive; Obvious an clear suspension; Poster is a bad person,Consistent offensive behavior; Hate speech and offensive language,Extreme offensive; Obvious an clear suspension,1
22e5ece5-b743-45c4-972e-77b1ae4b37e9::3,"I went through 5 different messages for this account and the person insulted multiple people for their sexuality, looks, and race. The things said in these messages are unacceptable and the account would deserve to be suspended.",Consistent offensive behavior; Hate speech and offensive language; racial remark,Consistent offensive behavior; Hate speech and offensive language; Majority offesnive; insult; racial remark,,Majority offesnive; insult,3
06e8469e-271d-4f06-8019-e49e17f01c6b::2,Bring people down by name calling then telling people they want to kill someone. This person needs to be on some type of watch list if not in some mental health rehab.,Consequences beyond suspencion; Death wish,Consequences beyond suspencion; Death wish; insult,,insult,2
50b6bc56-df8e-42b4-abb9-bec6b425670e::2,The account was violent and threatened to kill another person. Other messages wished death upon a person and many contained excessive cursing and slurs. The non-offensive messages do not outweigh the severity of the offensive ones.,Death wish; Hate speech and offensive language; Majority offesnive; Threats of violence,Consistent offensive behavior; Death wish; Extreme offensive; Hate speech and offensive language; Majority offesnive; Mix of offensive and non-offensive; Obvious an clear suspension; Threats of violence,,Consistent offensive behavior; Extreme offensive; Mix of offensive and non-offensive; Obvious an clear suspension,4
91d9b5dd-39c8-48bf-8720-abe1ee727444::4,This message suggests frustration with lack of evidence in someone's tweet and explains the decision to block the person. It has a harsh word but it doesn't pose to commit harm.,No offensive content; Not too offensive,Appeal to intent; Not too offensive,No offensive content,Appeal to intent,1
1eab6aa4-af12-4ebc-9267-9a9a46554aa8::1,"use of insulting words, use of threatening words and also use of dehumanizing words. showed signs of an animal hater and one that can kill a fellow individual.",Death wish; Hate speech and offensive language; Threats of violence,Extreme offensive; Harm other person; Threats of violence; derogatory remarks; insult,Death wish; Hate speech and offensive language,Extreme offensive; Harm other person; derogatory remarks; insult,1
54aa0c79-9048-4143-a4a3-2c1e7ca5a9e7::2,really rude - comments like this should not be allowed,insult,Obvious an clear suspension; insult,,Obvious an clear suspension,1
20f5aa5b-c33a-4182-ad89-199eb2a2e21b::2,These messages are threats that would qualify as verbal assault in the public justice system. Saying them online is also offensive and damaging.,Consequences beyond suspencion; Harm other person; Threats of violence,Harm other person; Threats of violence; negative consequences,Consequences beyond suspencion,negative consequences,2
4403b5d3-138f-46fd-8120-8fafc7639941::5,uplifting,Calm and thoughtful,No offensive content; positive content,Calm and thoughtful,No offensive content; positive content,0
0c73444e-3aa6-4262-a969-968101a66c75::3,"Offending words, also discrimination should not be tolerated.",Hate speech and offensive language,Hate speech and offensive language; unjustifiable,,unjustifiable,1
2470478f-1b93-4fdd-8841-0a9b0fdde878::2,"Threats of murder, repeated use of the f-slur with genuine hatred.",Consistent offensive behavior; Hate speech and offensive language; Threats of violence,Consistent offensive behavior; Death wish; Extreme offensive; Hate speech and offensive language; Threats of violence,,Death wish; Extreme offensive,3
2470478f-1b93-4fdd-8841-0a9b0fdde878::5,"Just seems like a normal person's account, or at least an account that isn't wildly against every TOS known to man.",Normal behavior,No offensive content; Normal behavior,,No offensive content,1
f3d12412-b76d-4ef3-a299-93ae8a60ea93::2,This account included a direct and violent threat in the first message I saw which I saw to be grounds for a suspension.,Threats of violence; one message is enough (offensive),Harm other person; Threats of violence; one message is enough (offensive),,Harm other person,2
4ed5e9b1-5022-4acc-8c91-77a3a602831a::4,"I reviewed 8 messages, and only 2 were offensive. In those 2 messages they kept saying that they were going to kill whoever they were talking to. I should have reviewed more to see if that type of communication continued. If so, a definite suspend.",Ban if behavior continues; Death wish,Ban if behavior continues; Death wish; Expressed uncertainty; Harm other person; Mix of offensive and non-offensive; Needed to look at more messages; Threats of violence,,Expressed uncertainty; Harm other person; Mix of offensive and non-offensive; Needed to look at more messages; Threats of violence,2
7a43a7f0-3d03-4563-a54a-cbe830b3866a::3,I chose to suspend this account because of the numerous offensive comments which expressed homophobia and offensive comments towards others.,Consistent offensive behavior; Hate speech and offensive language,Consistent offensive behavior; Hate speech and offensive language; Obvious an clear suspension; insult,,Obvious an clear suspension; insult,2
